MASSAS VENEZA;26;13;2351;42;1;84;1
Kaduzera;24;11;2247;29;1;70;14
Shiver;12;16;1866;33;1;412;0
Raul Picadi Mel;13;15;1410;69;1;50;1
LUQUETA NTC;12;16;1357;58;1;99;0
FERA;18;16;2085;27;0;23;6
BeBe GoRiLa™;22;19;1989;54;0;133;5
neto?;12;16;1638;16;0;252;4
Peter Pheyra;8;17;1417;62;0;139;5
TOME POSSE;11;19;1201;36;0;45;3
MASSAS VENEZA;38;18;3044;44;1;86;8
Kaduzera;24;19;2858;29;1;415;7
LUQUETA NTC;13;20;2136;38;1;304;4
Raul Picadi Mel;16;23;2069;18;1;175;8
Shiver;15;19;1496;13;1;95;6
Fera;29;18;2736;31;0;88;7
TOME POSSE;17;22;2577;35;0;300;6
BeBe GoRiLa™;20;23;2314;40;0;151;15
neto?;16;21;1956;18;0;118;9
Peter Pheyra;17;22;1784;35;0;107;11
Kaduzera;15;14;1653;46;0;208;4
BeBe GoRiLa™;12;17;1481;100;0;167;11
Pumba;12;15;1251;58;0;122;5
TOME POSSE;12;15;1218;41;0;214;6
Peter Pheyra;8;17;1192;75;0;56;9
Fera;21;12;2188;42;1;125;11
MASSAS VENEZA;18;13;2087;55;1;112;8
BlueJayWay;15;11;1546;33;1;5;10
neto?;14;10;1244;14;1;76;7
MELHOR JAIR SE ACOSTUMANDO;10;13;1209;60;1;0;4
Kaduzera;28;11;2577;50;1;134;5
Fera;21;15;2185;23;1;115;9
Peter Pheyra;16;15;1722;56;1;141;4
Pumba;11;12;1065;63;1;7;8
TOME POSSE;7;14;976;42;1;164;6
MASSAS VENEZA;20;16;2330;57;0;9;10
BeBe GoRiLa™;15;17;1734;33;0;203;8
BlueJayWay;16;15;1682;50;0;0;1
neto?;11;17;1250;36;0;169;6
MELHOR JAIR SE ACOSTUMANDO;5;18;683;40;0;6;2
MASSAS VENEZA;30;13;2920;50;1;236;19
Foguete95;23;17;2244;47;1;121;8
Raul Picadi Mel;18;16;2217;38;1;105;6
Peter Pheyra;8;15;998;50;1;40;7
GATO PRETO;5;15;773;40;1;130;2
FERA;17;17;2313;52;0;185;9
BeBe GoRiLa™;19;17;2218;26;0;105;9
TOME POSSE;24;15;1911;25;0;62;0
Shiver;11;18;1387;27;0;5;2
MELHOR JAIR SE ACOSTUMANDO;5;18;722;80;0;67;6
MASSAS VENEZA;18;16;1822;50;0;17;9
Peter Pheyra;15;16;1678;53;0;26;4
Foguete95;10;18;1294;30;0;201;2
LUQUETA NTC;13;16;1111;23;0;27;4
Raul Picadi Mel;9;18;1073;66;0;37;3
FERA;29;10;2063;20;1;100;0
Shiver;15;15;1955;46;1;111;1
BeBe GoRiLa™;10;17;1715;40;1;21;3
neto?;16;10;1666;43;1;49;2
TOME POSSE;14;13;1238;57;1;59;0
Kaduzera;18;13;2222;44;1;76;3
BeBe GoRiLa™;14;10;1649;42;1;173;0
LUQUETA NTC;14;8;1472;78;1;116;3
FERA;9;14;1139;22;1;149;6
Raul Picadi Mel;8;10;575;50;1;54;1
MASSAS VENEZA;14;12;1631;42;0;26;2
Foguete95;15;12;1491;33;0;82;0
neto?;9;14;1094;33;0;146;3
Peter Pheyra;9;13;804;33;0;66;1
TOME POSSE;6;14;756;50;0;1;2
neto?;17;12;2080;58;1;86;7
Foguete95;22;12;1989;40;1;47;5
MASSAS VENEZA;22;14;1753;40;1;70;17
BeBe GoRiLa™;11;13;1469;63;1;101;11
Peter Pheyra;5;13;1000;80;1;225;6
Kaduzera;24;14;2305;20;0;81;6
FERA;10;15;1531;10;0;5;4
Raul Picadi Mel;12;16;1417;58;0;40;0
LUQUETA NTC;9;16;1250;11;0;114;6
TOME POSSE;8;17;1032;50;0;98;9
Foguete95;27;15;2570;48;1;73;4
MASSAS VENEZA;23;15;2513;39;1;129;23
neto?;22;17;1920;27;1;106;1
Peter Pheyra;11;13;1508;36;1;320;9
BeBe GoRiLa™;8;20;1329;25;1;178;3
Kaduzera;21;17;2223;57;0;381;15
LUQUETA NTC;18;17;2081;44;0;12;5
Raul Picadi Mel;14;18;1682;42;0;179;0
FERA;14;22;1592;35;0;162;4
TOME POSSE;13;22;1220;30;0;5;3
Kaduzera;26;20;3362;57;0;525;13
MASSAS VENEZA;31;20;3202;38;0;328;10
Foguete95;27;20;2459;37;0;134;5
BlueJayWay;18;24;2045;27;0;97;4
MELHOR JAIR SE ACOSTUMANDO;10;22;1194;60;0;237;5
Pumba;31;23;3034;64;0;314;12
BeBe GoRiLa™;20;22;2406;90;0;164;7
FERA;17;21;2227;35;0;218;8
Vó Lurdes;24;22;2214;16;0;26;11
Jalin Tupi Dipal;14;24;2144;57;0;315;29
FERA;26;24;3057;34;0;75;4
Pumba;26;25;2677;65;0;67;1
BeBe GoRiLa™;18;24;2399;61;0;104;8
TOME POSSE;24;21;2209;54;0;114;5
Jalin Tupi Dipal;10;24;1138;30;0;156;10
BlueJayWay;28;21;2875;39;1;157;4
Kaduzera;26;23;2753;53;1;189;8
MASSAS VENEZA;29;16;2725;58;1;0;7
Peter Pheyra;18;22;1973;33;1;150;2
neto?;17;22;1946;58;1;57;1
Fera;21;19;2272;33;0;119;10
MASSAS VENEZA;22;14;2256;50;0;47;10
rica;12;17;1601;58;0;57;10
TOME POSSE;7;17;1091;71;0;5;17
Pumba;10;16;951;60;0;25;17
Kaduzera;21;16;2573;47;1;256;11
HAYCO;20;14;1951;55;1;180;26
neto?;19;14;1869;36;1;200;1
Brinquedo do Cão;12;14;1275;50;1;29;14
VoVZ;11;14;1011;27;1;0;2
VoVZ;23;10;1961;52;1;0;0
VoVZ;25;12;2346;48;1;0;0
HAYCO;24;17;2106;50;1;0;0
HAYCO;24;18;2458;50;1;0;0
VoVZ;16;15;1673;43;1;0;0
Pumba;18;15;1922;44;1;91;9
fera;18;16;1836;33;1;209;7
rica;16;15;1558;31;1;139;5
MASSAS VENEZA;14;14;1511;50;1;11;5
TOME POSSE;14;15;1335;57;1;68;6
Kaduzera;26;16;2726;38;0;136;5
HAYCO;14;15;1629;78;0;192;4
Brinquedo do Cão;11;17;1543;63;0;177;12
VoVZ;13;15;1361;61;0;84;11
neto?;11;15;1243;45;0;6;2
HAYCO;32;20;3592;40;0;478;24
neto?;31;17;2996;12;0;128;6
Kaduzera;25;21;2606;60;0;159;16
Jalin Tupi Dipal;14;22;1974;57;0;384;14
VoVZ;12;19;1148;25;0;122;12
Pumba;22;23;2674;54;0;95;16
MASSAS VENEZA;19;24;2462;47;0;180;13
rica;20;21;2077;40;0;247;35
FERA;24;24;2049;25;0;151;13
TOME POSSE;13;23;1682;53;0;207;5
MASSAS VENEZA;22;7;2119;50;1;20;3
Peter Pheyra;18;9;1775;44;1;135;13
TOME POSSE;16;8;1562;31;1;155;1
Raul Picadi Mel;8;8;1041;50;1;47;0
neto?;7;9;861;14;1;73;2
BeBe GoRiLa™;11;15;1244;54;0;0;7
Foguete95;7;14;1103;28;0;102;6
Pumba;10;14;1094;10;0;79;6
MELHOR JAIR SE ACOSTUMANDO;6;14;869;33;0;0;4
Jalin Tupi Dipal;7;14;719;28;0;66;30
Foguete95;18;16;2047;61;0;179;8
Pumba;15;15;1745;66;0;51;19
BeBe GoRiLa™;10;17;1452;30;0;226;4
Raul Picadi Mel;13;16;1174;23;0;135;3
MELHOR JAIR SE ACOSTUMANDO;9;18;912;33;0;65;5
MASSAS VENEZA;25;11;2112;56;1;13;8
Jalin Tupi Dipal;19;11;1923;42;1;121;13
neto?;21;11;1909;14;1;79;6
TOME POSSE;9;16;1430;77;1;68;3
Peter Pheyra;7;17;1164;57;1;256;7
neto?;24;13;2390;12;1;78;5
fera;23;17;2274;26;1;0;13
Foguete95;17;17;1822;47;1;52;14
Peter Pheyra;13;21;1822;76;1;56;11
Shiver;14;19;1583;42;1;96;1
BlueJayWay;24;16;2510;58;0;196;9
MASSAS VENEZA;15;22;2180;20;0;36;8
TOME POSSE;25;17;2121;32;0;27;2
BeBe GoRiLa™;8;20;1635;75;0;110;14
MELHOR JAIR SE ACOSTUMANDO;15;16;1215;40;0;138;4
MASSAS VENEZA;21;17;1992;47;0;67;11
BlueJayWay;9;16;1277;44;0;284;5
TOME POSSE;10;13;1216;40;0;11;3
BeBe GoRiLa™;12;16;1143;25;0;84;15
MELHOR JAIR SE ACOSTUMANDO;5;19;871;80;0;44;0
Foguete95;18;14;2188;55;1;273;12
neto?;20;8;2136;35;1;211;15
Peter Pheyra;14;12;1544;57;1;269;4
Shiver;13;12;1361;30;1;51;2
FERA;16;11;1175;37;1;95;11
Foguete95;15;20;2048;53;0;23;7
FERA;17;19;1730;23;0;124;6
Peter Pheyra;13;20;1563;53;0;185;8
neto?;16;15;1497;31;0;47;6
Shiver;13;18;1222;38;0;27;1
TOME POSSE;21;15;2315;47;1;107;5
MASSAS VENEZA;20;12;2666;30;1;107;5
BeBe GoRiLa™;21;15;2159;33;1;107;19
BlueJayWay;21;13;1965;33;1;266;7
MELHOR JAIR SE ACOSTUMANDO;9;19;987;44;1;0;2
FERA;21;18;2385;9;0;130;7
Peter Pheyra;20;20;1972;40;0;12;3
neto?;14;116;1904;35;0;206;6
Jalin Tupi Dipal;10;19;1266;30;0;110;20
TOME POSSE;19;14;2122;42;1;130;4
MASSAS VENEZA;17;13;2110;52;1;62;14
BeBe GoRiLa™;18;15;1962;38;1;46;6
BlueJayWay;18;13;1819;22;1;16;4
Vó Lurdes;19;15;1759;42;1;0;0
Fera;22;17;2539;40;1;31;12
MASSAS VENEZA;28;15;2373;50;1;0;7
BeBe GoRiLa™;19;17;2091;47;1;86;6
Peter Pheyra;13;16;1407;84;1;120;4
MELHOR JAIR SE ACOSTUMANDO;7;17;1053;28;1;262;14
neto?;23;15;2299;26;0;65;9
Kaduzera;18;22;1938;44;0;295;4
TOME POSSE;24;15;1817;41;0;20;3
Shiver;9;20;1691;44;0;119;0
Jalin Tupi Dipal;7;17;1073;28;0;237;11
fera;25;14;2770;28;0;133;5
MASSAS VENEZA;20;14;1958;45;0;6;11
Peter Pheyra;10;15;1294;30;0;131;8
Gust;9;16;1242;22;0;102;1
MELHOR JAIR SE ACOSTUMANDO;6;16;572;16;0;0;1
Kaduzera;26;12;2569;53;1;159;8
TOME POSSE;22;13;2050;63;1;1;4
neto?;14;16;1725;50;1;265;13
Shiver;6;16;1033;33;1;163;8
Jalin Tupi Dipal;7;13;998;14;1;57;12
MASSAS VENEZA;26;12;2551;38;1;156;2
fera;21;13;1811;38;1;58;10
BeBe GoRiLa™;12;13;1512;41;1;129;13
Gust;8;17;1206;25;1;102;2
Peter Pheyra;7;15;1084;85;1;222;2
Kaduzera;14;12;1866;57;0;287;4
neto?;14;16;1731;50;0;186;2
TOME POSSE;15;16;1589;46;0;57;6
Raul Picadi Mel;15;15;1468;40;0;102;1
Jalin Tupi Dipal;12;16;1165;50;0;108;8
neto?;25;15;2307;28;0;36;4
FERA;16;15;2099;31;0;142;6
Jalin Tupi Dipal;7;13;1357;28;0;228;36
Aspirina do tênis;16;15;1245;25;0;91;2
Shiver;5;18;700;20;0;129;0
MASSAS VENEZA;19;13;2398;42;1;50;11
TOME POSSE;18;14;1848;33;1;153;7
BeBe GoRiLa™;16;14;1756;18;1;95;18
Foguete95;15;15;1426;33;1;34;2
Peter Pheyra;8;13;940;37;1;178;11
Peter Pheyra;18;15;1775;55;0;205;11
fera;14;17;1767;35;0;72;3
Kaduzera;15;18;1691;73;0;51;7
BeBe GoRiLa™;15;19;1570;40;0;92;5
TOME POSSE;13;21;1352;23;0;45;2
MASSAS VENEZA;26;14;2667;46;1;25;4
neto?;21;14;2101;33;1;61;4
Foguete95;16;13;1748;43;1;121;0
Pumba;14;13;1616;64;1;215;3
Shiver;12;22;1407;0;1;0;0
Peter Pheyra;9;14;1133;44;0;143;9
TOME POSSE;7;15;933;42;0;0;3
fera;10;14;922;50;0;0;4
BeBe GoRiLa™;8;15;881;87;0;0;13
Kaduzera;6;13;827;33;0;9;6
neto?;25;7;2159;24;1;70;2
MASSAS VENEZA;14;12;1653;28;1;17;1
Pumba;15;3;1393;66;1;88;2
Shiver;8;11;1072;62;1;48;0
Foguete95;9;7;909;11;1;63;3
Kaduzera;20;11;2215;40;1;147;8
fera;14;16;1878;21;1;156;11
BeBe GoRiLa™;12;13;1479;41;1;101;3
TOME POSSE;15;11;1462;73;1;27;3
Peter Pheyra;15;14;1175;66;1;9;10
Pumba;19;13;1905;47;0;128;4
MASSAS VENEZA;18;17;1895;44;0;10;5
Foguete95;8;16;1460;25;0;292;1
neto?;11;13;1146;36;0;100;5
Shiver;8;17;876;37;0;68;1
MASSAS VENEZA;38;18;3664;42;1;209;4
Pumba;29;14;2809;79;1;306;9
Foguete95;19;21;2056;26;1;152;8
neto?;16;24;2034;25;1;47;5
Shiver;11;27;1543;63;1;281;2
FERA;32;21;3311;25;0;275;12
TOME POSSE;29;21;3068;34;0;508;6
Kaduzera;15;23;2036;60;0;323;10
Peter Pheyra;16;22;1745;56;0;133;14
BeBe GoRiLa™;10;26;1317;80;0;128;11
MASSAS VENEZA;21;14;2340;57;1;38;9
Peter Pheyra;17;15;2284;52;1;115;2
BeBe GoRiLa™;19;19;2069;63;1;53;14
Foguete95;22;15;1937;27;1;99;5
Jalin Tupi Dipal;9;16;1097;55;1;275;12
Pumba;29;16;2937;62;0;150;4
FERA;21;16;1887;19;0;114;7
Shiver;12;18;1459;8;0;3;0
TOME POSSE;8;19;1245;25;0;0;5
MELHOR JAIR SE ACOSTUMANDO;9;19;1173;55;0;199;1
FERA;23;17;2523;26;1;210;14
Pumba;14;18;1831;64;1;213;8
neto?;21;17;1804;28;1;267;7
TOME POSSE;15;18;1721;40;1;44;11
Shiver;11;20;1513;81;1;50;2
MASSAS VENEZA;29;18;3377;44;0;13;9
BeBe GoRiLa™;20;15;2015;45;0;177;8
ZIDA;19;17;1906;36;0;108;3
Peter Pheyra;10;16;1509;90;0;105;5
Jalin Tupi Dipal;12;18;1435;41;0;115;11
Pumba;24;19;2251;37;0;39;3
neto?;18;19;2045;16;0;47;5
fera;15;19;1865;13;0;103;18
TOME POSSE;13;14;1623;61;0;153;1
MELHOR JAIR SE ACOSTUMANDO;9;18;876;55;0;6;6
MASSAS VENEZA;27;15;2858;44;1;98;16
BeBe GoRiLa™;23;15;2435;52;1;100;10
ZIDA;19;18;1924;42;1;0;3
Peter Pheyra;11;16;1174;54;1;75;19
Jalin Tupi Dipal;9;15;1119;22;1;381;29
neto?;21;14;1873;23;0;189;5
fera;16;17;1785;43;0;34;6
Kaduzera;14;16;1457;57;0;55;2
BlueJayWay;9;18;1168;33;0;82;3
Raul Picadi Mel;6;16;1018;50;0;37;2
Jalin Tupi Dipal;19;13;2144;31;1;74;19
gugaa;20;14;2004;55;1;69;4
ZIDA;19;9;1680;42;1;0;1
MASSAS VENEZA;13;15;1641;15;1;51;9
TOME POSSE;10;15;1275;50;1;84;8
Pumba;14;18;2048;64;0;32;2
TOME POSSE;13;16;1550;38;0;72;4
Jalin Tupi Dipal;13;14;1291;30;0;149;14
MASSAS VENEZA;11;17;1150;27;0;1;5
Peter Pheyra;13;18;1131;38;0;99;3
neto?;25;13;2284;8;1;6;1
Vó Lurdes;17;14;2072;35;1;46;4
BlueJayWay;16;10;1738;43;1;161;2
Kaduzera;16;14;1719;68;1;137;7
Raul Picadi Mel;6;13;983;83;1;190;0
MASSAS VENEZA;16;13;2147;31;1;139;7
BeBe GoRiLa™;23;6;2084;30;1;188;11
neto?;15;9;1355;20;1;45;2
ZIDA;10;9;979;50;1;24;1
Jalin Tupi Dipal;4;8;520;25;1;75;7
Foguete95;10;13;1213;50;0;98;2
TOME POSSE;10;14;1170;50;0;65;0
fera;8;15;1089;87;0;1;3
Kaduzera;13;13;982;38;0;34;7
MELHOR JAIR SE ACOSTUMANDO;4;14;835;50;0;112;2
MASSAS VENEZA;20;12;2005;30;1;223;4
Foguete95;21;10;1953;33;1;85;2
Kaduzera;16;14;1749;56;1;290;6
TOME POSSE;11;13;1344;36;1;109;6
MELHOR JAIR SE ACOSTUMANDO;8;11;957;50;1;130;8
fera;17;17;1869;11;0;110;7
BeBe GoRiLa™;13;15;1513;46;0;242;12
neto?;13;15;1333;23;0;13;0
Jalin Tupi Dipal;8;14;1125;37;0;222;16
ZIDA;9;16;1121;44;0;6;2
MASSAS VENEZA;14;9;1971;57;1;60;11
Foguete95;22;9;1783;27;1;105;13
TOME POSSE;13;10;1223;23;1;32;7
Kaduzera;8;11;1166;37;1;70;5
MELHOR JAIR SE ACOSTUMANDO;12;11;1022;33;1;15;7
neto?;12;14;2034;58;0;0;2
fera;10;15;1239;40;0;103;7
Jalin Tupi Dipal;11;13;1218;9;0;93;9
BeBe GoRiLa™;8;15;898;87;0;77;2
ZIDA;8;13;661;75;0;3;1